epoch,train_loss,val_mae,val_rmse,val_mape,learning_rate,timestamp
18,0.222800334670929,4.1135467271032065,8.998514153205681,10.401083938373278,0.001,2026-01-24T16:30:40.118171
19,0.22127960851096143,4.037089747322695,9.08703163670704,10.224688719040339,0.001,2026-01-24T16:31:51.511523
20,0.2214097128221483,3.97522671582534,8.88425559749323,10.1658338631205,0.001,2026-01-24T16:33:00.395243
21,0.22134111501050718,3.9823027579118055,9.050135594092557,9.858084387482965,0.001,2026-01-24T16:34:08.297391
22,0.22094756929260312,4.06966937863331,9.085591892344958,9.963872101929185,0.001,2026-01-24T16:35:22.170786
23,0.22194359237798536,4.085846840910474,8.982051322639698,10.310980841249009,0.001,2026-01-24T16:36:40.168841
24,0.22141193404342188,3.9900443716792027,8.922950240042445,10.386686508955982,0.001,2026-01-24T16:37:57.453976
25,0.22076424990940577,3.9702126531215973,9.008778195074298,9.888185468892221,0.001,2026-01-24T16:39:16.117380
26,0.22160061910898998,3.9843534534056846,8.906834698102186,10.110406022041202,0.001,2026-01-24T16:40:35.595879
27,0.22019362410511634,4.043619103786864,8.855235710239588,10.463558508948505,0.001,2026-01-24T16:41:45.190490
28,0.22067247397369807,3.967842330622181,9.012500390759534,10.05066260206217,0.001,2026-01-24T16:43:16.308633
29,0.2196875404528897,4.050093122926795,9.134339146415448,10.160212796483675,0.001,2026-01-24T16:44:13.705076
30,0.2197384954552458,3.9534255819438058,8.86695283809731,9.99449692127051,0.001,2026-01-24T16:45:03.363763
31,0.22079337538793833,4.0431120207948466,8.908501864575413,10.724554862038445,0.001,2026-01-24T16:45:40.951887
32,0.2192263695627752,4.01434862898458,8.950136210157627,9.90399704386154,0.001,2026-01-24T16:46:17.320206
33,0.21927567959734887,4.032395132050292,9.058194033491043,9.918261573361818,0.001,2026-01-24T16:47:07.376453
34,0.22059573120240009,3.952088524226647,8.93713751850609,10.016137978551667,0.001,2026-01-24T16:47:46.517145
35,0.2189076396100449,4.020696284087579,8.875568363809798,9.85507304535574,0.001,2026-01-24T16:48:27.214757
36,0.21921528437823962,3.9281075692148253,8.950941426269807,9.821955783965025,0.001,2026-01-24T16:49:07.157461
37,0.2197263616805125,3.9571697135747805,8.911569305854234,9.997384420540369,0.001,2026-01-24T16:49:40.923828
38,0.22014683594908377,4.005144042263339,9.006941833556809,10.4744058181989,0.001,2026-01-24T16:50:16.397034
39,0.21884220663947287,3.962220129144178,8.907711904850407,10.351685851186147,0.001,2026-01-24T16:51:06.437620
40,0.21761754260520744,3.9838516707164544,8.91061489705378,10.110371756449068,0.001,2026-01-24T16:51:45.129298
41,0.21843594202790598,3.942235901156591,8.986009491162354,9.999555485791808,0.001,2026-01-24T16:52:36.054801
42,0.21856293457024026,3.973158497021008,8.932068791689549,10.09658160277028,0.001,2026-01-24T16:53:20.618180
43,0.21533204616621288,3.9230201636201034,8.888284618535183,9.971126497887967,0.0005,2026-01-24T16:53:58.682189
44,0.2149201913313432,3.938205822522123,8.866426461186673,10.011236867810469,0.0005,2026-01-24T16:54:43.187400
45,0.21460749866685483,3.9199098357851554,8.93900657957874,10.050298097852922,0.0005,2026-01-24T16:55:29.544684
46,0.21453375083328496,3.8955995811287036,8.876645090919295,9.838474466885069,0.0005,2026-01-24T16:56:13.957538
47,0.21460632234811783,3.9275925482504617,8.93249480940614,9.859462672360543,0.0005,2026-01-24T16:57:03.472530
48,0.21521677031661524,3.910893208933524,8.905276634131823,10.043130020363838,0.0005,2026-01-24T16:57:46.518154
49,0.21495324377760744,3.9709263791945015,8.934866954718506,9.828454830065352,0.0005,2026-01-24T16:58:29.445234
50,0.21449901759624482,3.935713836581627,8.932147043812074,9.8310579896665,0.0005,2026-01-24T16:59:16.860281
51,0.21443268626627296,3.981046441236025,8.892230213816319,10.063276331123793,0.0005,2026-01-24T17:00:00.488519
52,0.21462168827502415,3.947343366924443,8.925639618025166,10.00735912863178,0.0005,2026-01-24T17:00:51.945529
53,0.2127474299735493,3.8902967226696457,8.926842409739628,10.012968890951315,0.00025,2026-01-24T17:01:37.848667
54,0.21250185228959478,3.8975620307784005,8.899449678542837,10.100405357322249,0.00025,2026-01-24T17:02:17.033005
55,0.21243136361090822,3.8917784168152902,8.849163700767326,9.86304697487016,0.00025,2026-01-24T17:03:08.520820
56,0.21198352323939101,3.8984493049393194,8.855557532903102,9.74103154971445,0.00025,2026-01-24T17:03:56.017508
57,0.21242014166682657,3.8804941340380994,8.899606690923145,9.893496602222694,0.00025,2026-01-24T17:04:45.068491
58,0.2123401201132572,3.890115854309453,8.90867849112538,10.038363936086576,0.00025,2026-01-24T17:05:33.872747
59,0.21202532319408474,3.8906193649857497,8.889434086661296,9.771003763780726,0.00025,2026-01-24T17:06:14.462300
60,0.21243544105026457,3.872527517261457,8.872678510495213,9.848817163027125,0.00025,2026-01-24T17:07:07.296731
61,0.21243774058541867,3.8837014705082513,8.831446957579988,9.917495083907948,0.00025,2026-01-24T17:07:51.288268
62,0.21231087860133913,3.8879604918303072,8.890914751839249,9.950854011563253,0.00025,2026-01-24T17:08:44.203176
63,0.21236105374615602,3.8864450392403436,8.921650724639553,9.879231988590977,0.00025,2026-01-24T17:09:29.191507
64,0.2120022703150306,3.8964136976019823,8.860997650671234,9.957259637690141,0.00025,2026-01-24T17:10:11.890008
65,0.21159061523097933,3.9046750700136306,8.94206905053402,10.168431337311109,0.00025,2026-01-24T17:10:58.975606
66,0.21185537972534546,3.8997983083046233,8.8566380564862,9.839184973515263,0.00025,2026-01-24T17:11:46.054899
67,0.21102082410244027,3.8735254696316033,8.875140334400696,9.86514090288936,0.000125,2026-01-24T17:12:38.242601
68,0.21085930377847018,3.866822666404119,8.860234571694326,9.794067294434598,0.000125,2026-01-24T17:13:26.823675
69,0.21089050641866647,3.8704814464604347,8.887068455827082,9.886874309461021,0.000125,2026-01-24T17:14:04.962718
70,0.21064784282987767,3.8682111451567986,8.840372850274035,9.801757973920637,0.000125,2026-01-24T17:14:52.617813
71,0.21070197335999422,3.8728439454898504,8.89227396574644,9.943242945347189,0.000125,2026-01-24T17:15:38.581559
72,0.21059332402667613,3.878829274264008,8.879672861115143,10.025256947914833,0.000125,2026-01-24T17:16:28.478474
73,0.21051347476966453,3.866071570882818,8.860409427940134,9.888087950409133,0.000125,2026-01-24T17:17:19.167807
74,0.21050985952218373,3.8733130209108264,8.89301776605446,9.820967241948702,0.000125,2026-01-24T17:17:57.000248
75,0.21048113837687657,3.8792643048560764,8.877771659034527,9.968437251106058,0.000125,2026-01-24T17:18:44.215862
76,0.21061007115576003,3.860709624834333,8.84506497964437,9.787668133568268,0.000125,2026-01-24T17:19:31.572446
77,0.21026340625201814,3.9025438744117777,8.89368278166022,10.104773677374606,0.000125,2026-01-24T17:20:22.652398
78,0.2103303757580844,3.8660313991703723,8.856513486700916,9.888759409200869,0.000125,2026-01-24T17:21:15.245370
79,0.21039419250957894,3.8605385345179775,8.854482760350384,9.896183503038523,0.000125,2026-01-24T17:21:58.144320
80,0.2102158760181581,3.862007779542053,8.8602502616463,9.931720746026915,0.000125,2026-01-24T17:22:44.793435
81,0.21014603483255465,3.8704237062077764,8.851807681807797,9.796385492022528,0.000125,2026-01-24T17:23:33.811095
82,0.21008685751996858,3.8922314602563066,8.904143646372814,9.936552561303362,0.000125,2026-01-24T17:24:19.440221
83,0.2095114337826016,3.8667950862689278,8.834212080237043,9.849311458526767,6.25e-05,2026-01-24T17:25:10.294032
84,0.20943716115722752,3.8692517566157347,8.834872798774844,9.840130481039793,6.25e-05,2026-01-24T17:25:54.778569
85,0.209330500045208,3.8663714012144075,8.843320508225219,9.809769453582886,6.25e-05,2026-01-24T17:26:41.129518
86,0.20942321382086687,3.8624875264968845,8.854678010602417,9.766329004469158,6.25e-05,2026-01-24T17:27:28.123566
87,0.2092216518039655,3.8658924878311263,8.855266950055254,9.797832592981983,6.25e-05,2026-01-24T17:28:14.759036
88,0.2094428911654636,3.860890958428504,8.838996830094553,9.691737583845777,6.25e-05,2026-01-24T17:29:05.746102
89,0.2089623200471955,3.8627131037467626,8.847131995714767,9.871391282330125,3.125e-05,2026-01-24T17:29:49.893834
90,0.20892454667223825,3.857386853243362,8.83989551283372,9.854050432743524,3.125e-05,2026-01-24T17:30:37.007277
91,0.20873435969003523,3.8606811103680263,8.846218012829024,9.881734124836187,3.125e-05,2026-01-24T17:31:25.900870
92,0.20894723376541427,3.861564104875567,8.85209701124007,9.894978503035711,3.125e-05,2026-01-24T17:32:09.133216
93,0.20907366043991513,3.8621393731028593,8.864389720773277,9.924404982531579,3.125e-05,2026-01-24T17:33:00.339524
94,0.208925164031862,3.8605460828968505,8.852455923893618,9.898602293572328,3.125e-05,2026-01-24T17:33:41.727391
95,0.20882440773826658,3.8593266959428965,8.843913155656965,9.812367225870558,3.125e-05,2026-01-24T17:34:27.148252
96,0.20877417735379153,3.8666201337095973,8.880267359037076,9.965851883387396,3.125e-05,2026-01-24T17:35:19.944314
97,0.20877607667987996,3.8627220490969316,8.845272077370613,9.813432920341484,1.5625e-05,2026-01-24T17:36:04.001827
98,0.2086436739473632,3.8614905573370306,8.863890169973308,9.939516641359464,1.5625e-05,2026-01-24T17:36:56.937839
99,0.20865482477226643,3.862999166007262,8.852636634056823,9.895165976244073,1.5625e-05,2026-01-24T17:37:42.110417
100,0.2085630255064579,3.855993677029212,8.843436520990702,9.859763473786057,1.5625e-05,2026-01-24T17:38:27.268422
